;coeditor1;coeditor2;count
1119;Hua;lacollaborationde CécilePlanchon;1
1124;Bourquin;Chaline;1
1125;Bourquin;Figeac;1
1126;Bourquin;Wrede;1
1127;Chaline;Figeac;1
1128;Chaline;Wrede;1
1129;Figeac;Wrede;1
1130;Borello;Gril-Mariotte;1
1131;Fenet;Lévi-Valensi;1
1132;Bosquet;Sylvos;1
1133;Haase-Dubosc;Henneau;1
1134;Bergamasco;Bossis;1
1136;Beaulieu;Chaffray;1
1137;Tomm;Virr;1
1138;Grenier;Morissette;1
1139;David;Przychodzen;1
1123;Maurer;Vincent;1
1118;Didier;lacollaborationde CécilePlanchon;1
1096;Citton;Vincent;1
1117;Didier;Hua;1
1097;Dubacq;Vincent;1
1098;Prest;Thompson;1
1099;Jouvet;Ottazzi;1
1100;Jouvet;Tauziède-Espariat;1
1101;Ottazzi;Tauziède-Espariat;1
1105;Popkin;vander Zande;1
1106;Jalabert;Simiz;1
1108;Hartigan;McKay;1
1109;Hartigan;Séguin;1
1110;McKay;Séguin;1
1112;Meure;Racault;1
1113;Gigan;Racault;1
1114;Gigan;Meure;1
1115;Borgne;Montandon;1
1116;Notter;Noël;1
1052;Regina;Roger;1
1051;Faggion;Roger;1
1050;Flamarion;Labarthe;1
982;Bertrand;Dumouchel;1
984;Méricam-Bourdet;Volpilhac-Auger;1
985;Chevillot;Trout;1
986;Cronk;Moureau;1
987;Menant;Quéro;1
988;Arnould;Poulouin;1
989;Masseau;Poulouin;1
991;Bethume;Huys;1
992;Brouard-Arends;Loty;1
997;Bourdin;Caron;1
998;Bogani;Caron;1
999;Bouchet;Caron;1
1000;Bogani;Bourdin;1
1001;Bouchet;Bourdin;1
1002;Bogani;Bouchet;1
1003;Cosme;Couvenhes;1
983;Rabaey;Torres;1
981;Riesz;Schmidt-Hannisa;1
1005;Cosme;Traina;1
980;Guyot;Massol;1
957;Dion;Vatter;1
958;Fendler;Gouaffo;1
959;Fendler;Vatter;1
960;Gouaffo;Vatter;1
961;Foisy;Thérien;1
962;Charbonneau;de Weerdt-Pilorge;1
964;Faggion;Ribémont;1
965;Regina;Ribémont;1
966;Mormiche;Perez;1
967;Gómez-Moriana;Trottier;1
968;Linon-Chipon;Requemora;1
969;Guillaume;Turgeon;1
970;Girard;Leduc;1
971;Girard;Rioux-Beaulne;1
975;Berthu-Courtivron;Pomel;1
1004;Cosme;Janniard;1
1006;Cosme;Virol;1
1049;Flamarion;Plagnol-Diéval;1
1031;Bussmann;Gaehtgens;1
1033;Bussmann;Castor;1
1034;Castor;Henry;1
1035;Bussmann;Henry;1
1036;Jiménez;Salinero;1
1037;Harper;Vance;1
1038;Bell;Bennett;1
1039;Triaire;Victorin;1
1040;Mongenot;Plagnol-Diéval;1
1042;Duhem;Galbois;1
1043;Duhem;Khelissa;1
1044;Galbois;Khelissa;1
1045;Krief;Plagnol-Diéval;1
1046;Krief;Labarthe;1
1047;Flamarion;Krief;1
1048;Labarthe;Plagnol-Diéval;1
1032;Gaehtgens;Henry;1
1030;Castor;Gaehtgens;1
1007;Couvenhes;Janniard;1
1024;Genton;Nicklas;1
1008;Couvenhes;Traina;1
1009;Couvenhes;Virol;1
1010;Janniard;Traina;1
1011;Janniard;Virol;1
1012;Traina;Virol;1
1013;Langer;Mellet;1
1014;Kremer;Sermain;1
1015;Kremer;Yen-Mai;1
1016;Sermain;Yen-Mai;1
1017;Kettani;Tremblay;1
1018;Biet;Jullien;1
1019;Biet;Schifano;1
1020;Citton;Poirson;1
1021;Biet;Poirson;1
1022;Biet;Citton;1
2697;Naliwajek;Zurowska;1
