;coeditor1;coeditor2;count
835;Genand_Stéphanie;Seth_Catriona;2
851;Bessire_François;Tilkin_Françoise;2
294;Cicchini_Marco;Denis_Vincent;2
87;Berchtold_Jacques;Frantz_Pierre;2
3716;Grande_Nathalie;Pilorget_Julie;1
3717;Grande_Nathalie;Piront_Julie;1
3715;Grande_Nathalie;Herz-Gazeau_Ramona;1
3663;Chauvaud_Frédéric;Porret_Michel;1
4471;Genand_Stéphanie;Poulouin_Claudine;1
3711;Chiron_Jeanne;Grande_Nathalie;1
3704;Cointre_Annie;Tran-Gervat_Yen-Maï;1
3702;Chevrel_Yves;Cointre_Annie;1
4372;Fort_Bernadette;Rosenthal_Angela;1
4375;Fossier_Arnaud;Lemesle_Bruno;1
4376;Lemesle_Bruno;Page_Dominique Le;1
4634;Hamraoui_Éric;Rey_Anne-Lise;1
4633;Hamon_Philippe;Laurent_Catherine;1
4632;Hamon_Philippe;Roger-Vasselin_Denis;1
4557;Ruffing_Margit;Terra_Ricardo;1
4558;Grapotte_Sophie;Sosoe_Lukas;1
4698;Kremer_Nathalie;Pelckmans_Paul;1
4697;Herman_Jan;Kremer_Nathalie;1
4552;Grapotte_Sophie;Prunea-Bretonnet_Tinca;1
4707;Ramond_Catherine;Raviez_François;1
4705;Pilorge_Marie-Paule;Ramond_Catherine;1
4704;Hersant_Marc;Raviez_François;1
4703;Hersant_Marc;Pilorge_Marie-Paule;1
4556;Grapotte_Sophie;Terra_Ricardo;1
4585;Grivel_Marianne;Meyer_Véronique;1
4588;Leutrat_Estelle;Meyer_Véronique;1
4589;Meyer_Véronique;Wachenheim_Pierre;1
4591;Grotte_Sophie;Lequan_Mai;1
4680;Heitz_Raymond;Mondot_Jean;1
4693;Hallyn_Fernand;Herman_Jan;1
3671;Charle_Christophe;Roche_Daniel;1
4685;Hémery_Axel;Percival_Melissa;1
4684;Birkner_Nina;Mondot_Jean;1
4682;Mix_York-Gotthart;Mondot_Jean;1
4493;Giroud_Vincent;Serre_Solveig;1
3664;Ortolani_Marc;Porret_Michel;1
4028;Delia_Luigi;Volpilhac-Auger_Catherine;1
4009;Lopez_Denis;Ruggiu_François-Joseph;1
4008;Defrance_Anne;Ruggiu_François-Joseph;1
3823;Corbin_Alain;Richard_Hélène;1
3791;Colombat_Bernard;Puech_Christian;1
3792;Fournier_Jean-Marie;Puech_Christian;1
3793;Colombat_Bernard;Combettes_Bernard;1
4090;Déruelle_Aude;Roulin_Jean-Marie;1
3794;Colombat_Bernard;Souffi_Gilles;1
3795;Combettes_Bernard;Raby_Valérie;1
